,age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
17751,20,0,9,4,0,5,0,0,0,0,45,0,0
17752,43,1,10,1,9,1,0,0,0,0,55,0,1
17753,24,1,9,4,8,4,0,1,0,0,40,0,0
17754,18,1,7,3,4,2,4,1,0,0,20,0,0
17755,45,5,10,4,3,5,0,0,0,0,40,1,1
17756,45,4,9,4,1,4,0,1,0,0,25,0,0
17757,26,1,13,3,9,0,0,1,0,0,40,0,0
17758,47,1,10,3,4,2,0,1,0,0,40,0,0
17759,54,0,9,4,0,4,0,1,0,0,40,0,0
17760,21,7,9,3,6,2,1,1,0,0,40,0,0
17761,29,1,9,1,4,1,0,0,0,0,99,0,0
17762,68,1,10,4,3,4,0,1,0,0,15,0,0
17763,21,1,10,3,1,0,1,1,0,0,48,2,0
17764,28,5,10,3,1,0,0,1,0,0,30,0,0
17765,46,1,9,4,1,5,0,0,0,0,40,0,1
17766,35,1,9,2,7,1,1,0,0,0,48,0,0
17767,50,4,6,3,6,0,0,1,0,0,25,0,0
17768,48,5,10,1,1,0,0,1,0,0,40,0,0
17769,17,0,6,3,0,2,0,1,0,0,40,0,0
17770,23,1,10,3,1,2,1,1,0,0,40,0,0
17771,53,1,9,0,9,0,0,0,0,0,30,0,0
17772,50,5,14,4,9,4,0,1,0,0,40,0,1
17773,32,0,3,3,0,1,0,0,0,0,45,2,0
17774,53,1,8,5,8,0,3,1,0,0,56,27,0
17775,52,1,9,4,2,4,1,1,0,0,48,0,0
17776,38,1,13,4,3,4,0,1,0,0,50,0,0
17777,43,1,14,4,1,4,0,1,0,0,50,0,1
17778,35,1,13,4,4,5,0,0,0,0,32,0,0
17779,41,1,15,4,1,4,0,1,0,0,50,0,1
17780,22,1,10,3,9,2,0,1,0,0,40,0,0
17781,39,1,9,4,4,4,0,1,0,0,60,0,1
17782,45,1,14,4,9,4,0,1,0,0,40,0,1
17783,31,1,5,4,10,5,0,0,0,0,42,0,0
17784,47,4,3,4,7,4,0,1,0,0,20,0,0
17785,53,1,9,4,6,4,1,1,0,0,40,33,0
17786,53,5,13,4,9,4,0,1,0,0,60,0,1
17787,24,1,13,3,5,2,0,0,0,0,20,0,0
17788,34,1,10,3,4,0,0,0,0,0,40,0,0
17789,46,5,9,4,9,4,0,1,0,0,50,0,1
17790,29,3,10,4,12,4,0,1,0,0,60,0,0
17791,61,2,7,0,4,1,0,0,0,0,32,0,1
17792,31,1,9,4,10,4,0,1,0,0,40,0,0
17793,29,1,9,5,11,2,1,1,0,0,40,0,0
17794,42,1,9,2,6,1,0,1,0,0,40,0,0
17795,50,3,10,4,1,4,0,1,0,0,40,0,0
17796,34,1,9,1,5,0,0,0,0,0,40,0,0
17797,39,1,4,4,7,4,0,1,0,0,40,0,0
17798,74,1,2,4,7,4,1,1,0,0,20,0,0
17799,40,1,10,4,9,4,0,1,0,0,40,0,0
17800,40,6,13,4,3,5,0,0,0,0,40,0,1
17801,36,1,7,4,6,4,0,1,0,0,40,0,0
17802,61,0,13,4,0,4,0,1,0,0,40,0,1
17803,42,0,7,4,0,4,0,1,0,0,22,34,0
17804,28,1,13,4,1,5,0,0,0,0,40,0,1
17805,19,1,10,3,5,0,0,0,0,0,18,0,0
17806,36,1,12,2,4,1,1,0,0,0,32,0,0
17807,33,0,11,1,0,0,0,0,0,0,40,35,0
17808,48,1,9,3,11,1,1,0,0,0,33,33,0
17809,60,5,9,1,6,0,0,1,0,0,40,0,0
17810,30,1,14,3,3,0,1,1,0,0,30,0,0
17811,32,1,13,4,1,4,0,1,0,0,50,0,1
17812,51,1,10,4,11,4,0,1,0,0,40,0,1
17813,53,1,5,5,2,1,1,1,0,0,75,28,0
17814,34,1,14,3,11,1,1,0,0,0,40,1,0
17815,48,4,14,4,1,4,0,1,0,0,40,2,1
17816,68,0,9,4,0,4,0,1,0,0,45,0,0
17817,32,1,12,1,2,0,0,0,0,0,50,0,0
17818,63,0,9,4,0,4,0,1,0,0,4,0,0
17819,31,1,9,1,1,1,1,0,0,0,40,0,0
17820,58,4,13,1,4,0,0,0,0,0,20,0,0
17821,32,1,12,4,1,4,0,1,0,0,60,0,1
17822,32,1,13,3,3,0,0,1,0,0,40,0,0
17823,40,1,13,1,9,2,0,1,0,0,80,0,0
17824,38,4,6,2,2,0,0,1,0,0,40,0,0
17825,30,1,9,4,2,4,0,1,0,0,40,0,0
17826,21,1,9,3,5,1,0,0,0,0,40,0,0
17827,63,1,9,4,9,4,0,1,0,0,48,1,0
17828,25,1,9,3,9,0,0,1,0,0,45,0,0
17829,59,1,10,4,11,4,0,1,0,0,40,0,1
17830,22,6,11,3,5,2,0,0,0,0,10,1,0
17831,49,1,10,3,6,2,0,1,0,0,40,0,0
17832,36,1,13,3,1,0,0,1,0,0,40,0,0
17833,31,0,9,4,0,5,0,0,0,0,30,2,0
17834,46,1,10,1,14,1,0,0,0,0,30,0,0
17835,37,6,15,4,3,4,0,1,0,0,60,0,1
17836,48,1,13,4,9,4,1,1,0,0,40,0,1
17837,41,1,9,4,1,4,0,1,0,0,40,0,1
17838,36,1,10,1,1,0,0,0,0,0,4,0,0
17839,29,1,13,1,4,1,3,0,0,0,40,0,0
17840,59,1,15,3,3,0,0,1,0,0,50,0,0
17841,62,1,13,4,1,4,0,1,0,0,40,0,1
17842,29,1,6,3,6,0,0,1,0,0,40,2,0
17843,28,1,13,4,9,4,0,1,0,0,45,0,1
17844,42,2,9,4,1,4,0,1,0,0,40,0,1
17845,60,1,11,4,6,4,0,1,0,0,46,0,1
17846,58,1,14,4,3,4,0,1,0,0,50,0,1
17847,27,1,10,4,6,4,0,1,0,0,40,0,0
17848,45,1,9,0,6,0,0,0,0,0,40,0,0
17849,50,1,10,4,6,4,0,1,0,0,40,0,1
17850,43,1,10,4,6,4,1,1,0,0,40,0,0
17851,39,1,15,1,1,0,0,1,0,0,50,0,0
17852,21,1,10,3,5,2,0,1,0,0,20,0,0
17853,24,1,9,4,8,4,1,1,0,0,70,0,0
17854,59,4,15,4,10,4,0,1,0,0,30,0,0
17855,36,1,9,4,2,4,0,1,0,0,40,0,1
17856,72,0,10,0,0,1,2,0,0,0,4,0,0
17857,35,1,14,4,1,4,2,1,0,0,65,20,1
17858,33,1,10,1,8,2,0,1,0,0,40,0,0
17859,30,1,9,3,6,0,1,0,0,0,45,0,0
17860,40,1,11,1,6,1,0,1,0,0,50,0,1
17861,26,4,10,4,9,4,0,1,0,0,55,0,0
17862,37,3,11,2,5,0,1,1,0,0,40,0,0
17863,68,4,10,1,7,0,0,0,0,0,20,0,0
17864,45,1,13,4,6,4,0,1,0,0,72,0,1
17865,56,1,9,4,3,4,0,1,0,0,40,0,0
17866,36,1,9,3,5,2,0,0,0,0,40,0,0
17867,38,1,11,4,9,4,0,1,0,0,40,0,0
17868,29,1,13,4,9,4,0,1,0,0,41,0,0
17869,28,1,9,3,4,1,0,0,0,0,28,0,0
17870,39,3,10,4,5,4,0,1,0,0,50,0,0
17871,26,6,13,3,12,0,0,1,0,0,40,0,0
17872,52,5,10,1,1,0,0,1,0,0,65,0,1
17873,52,1,13,1,10,0,0,1,0,0,40,0,0
17874,84,1,9,0,4,0,0,0,0,0,13,0,0
17875,33,3,10,3,4,0,0,0,0,0,10,0,0
17876,30,1,9,3,9,0,0,0,0,0,35,0,0
17877,38,1,13,4,3,4,0,1,0,0,40,16,1
17878,66,1,9,0,14,0,0,0,0,0,8,0,0
17879,62,3,14,4,5,4,0,1,0,0,40,18,1
17880,31,1,13,4,6,4,0,1,0,0,40,0,1
17881,60,4,9,1,6,0,1,1,0,0,50,1,0
17882,27,1,13,3,11,2,0,0,0,0,40,0,0
17883,37,0,11,4,0,5,4,0,0,0,40,0,0
17884,38,1,10,1,5,2,0,0,0,0,40,0,0
17885,25,1,9,3,8,3,0,1,0,0,40,0,0
17886,48,1,9,4,1,5,0,0,0,0,40,0,0
17887,42,4,13,3,3,0,0,1,0,0,50,1,0
17888,45,6,14,4,3,4,0,1,0,0,50,0,1
17889,22,1,10,3,9,2,0,1,0,0,40,0,0
17890,50,1,9,4,6,4,0,1,0,0,40,14,0
17891,21,1,9,3,10,0,0,1,0,0,40,0,0
17892,44,6,10,1,5,1,0,0,0,0,40,0,0
17893,21,0,10,3,0,2,0,0,0,0,6,0,0
17894,51,1,9,4,2,4,0,1,0,0,48,0,0
17895,30,1,9,5,6,3,0,1,0,0,40,0,0
17896,46,4,12,1,6,0,0,1,0,0,40,0,0
17897,43,1,11,4,1,4,0,1,0,0,45,0,1
17898,57,1,9,3,4,0,1,1,0,0,48,0,0
17899,33,1,10,3,4,0,0,1,0,0,24,0,0
17900,18,0,7,3,0,3,0,1,0,0,7,0,0
17901,28,1,9,3,2,0,0,1,0,0,50,0,0
17902,32,1,14,4,3,4,2,1,0,0,40,7,0
17903,56,1,9,1,6,0,0,1,0,0,42,0,0
17904,36,1,9,4,4,4,0,1,0,0,50,0,0
17905,34,1,10,4,1,4,0,1,0,0,55,0,0
17906,25,1,13,3,1,0,0,0,0,0,40,0,0
17907,27,4,10,3,6,0,0,1,0,0,35,0,0
17908,33,4,9,4,6,4,0,1,0,0,40,0,0
17909,49,5,16,4,3,4,1,1,0,0,60,0,1
17910,44,4,9,4,1,4,0,1,0,0,84,0,0
17911,30,4,7,3,6,0,0,1,0,0,45,0,1
17912,27,1,9,1,6,0,0,1,0,0,50,0,0
17913,25,1,13,3,5,0,0,1,0,0,40,0,1
17914,30,5,13,3,1,0,0,1,0,0,40,0,0
17915,38,1,12,4,4,4,0,1,0,0,40,29,0
17916,38,1,9,4,6,4,0,1,0,0,40,0,0
17917,46,1,10,1,9,1,0,0,0,0,40,0,0
17918,37,1,9,0,2,1,0,0,0,0,20,0,0
17919,62,1,9,4,1,4,0,1,0,0,40,0,1
17920,55,4,9,4,4,4,0,1,0,0,40,0,0
17921,47,4,9,5,6,0,0,1,0,0,40,0,0
17922,45,1,9,4,3,5,0,0,0,0,14,0,0
17923,50,1,9,4,6,4,0,1,0,0,40,0,0
17924,36,1,9,1,2,1,0,1,0,0,40,0,0
17925,45,1,9,3,9,0,0,0,0,0,20,0,0
17926,23,1,9,3,7,0,0,1,0,0,38,0,0
17927,38,2,16,4,3,4,0,1,0,0,55,0,1
17928,27,1,10,3,8,2,1,1,0,0,40,0,0
17929,29,1,13,4,9,5,0,0,0,0,50,0,0
17930,45,6,14,3,3,0,0,0,0,0,40,0,0
17931,38,4,10,3,4,0,0,0,0,0,20,0,0
17932,27,1,13,3,3,0,0,1,0,0,40,0,0
17933,51,3,10,4,8,4,3,1,0,0,40,1,0
17934,44,3,9,1,6,0,0,1,0,0,40,0,0
17935,33,3,14,4,7,4,1,1,0,0,40,26,0
17936,32,1,13,4,1,4,0,1,0,0,45,0,1
17937,43,1,14,4,3,4,0,1,0,0,55,0,0
17938,45,6,9,1,4,2,1,0,0,0,40,0,0
17939,24,1,9,3,4,0,0,1,0,0,35,0,0
17940,19,0,10,3,0,2,0,1,0,0,40,0,0
17941,47,1,11,4,3,4,0,1,0,0,40,0,1
17942,31,1,13,4,9,4,0,1,0,0,40,0,1
17943,30,1,11,3,6,0,0,1,0,0,40,0,0
17944,56,1,9,4,5,4,0,1,0,0,40,0,0
17945,49,3,13,4,3,4,0,1,0,0,40,0,1
17946,38,1,9,4,7,4,0,1,0,0,40,0,0
17947,19,1,10,3,5,2,0,1,0,0,18,0,0
17948,39,1,11,4,6,4,0,1,0,0,40,0,0
17949,38,1,9,4,1,4,0,1,0,0,40,0,0
17950,47,1,9,4,7,4,0,1,0,0,55,0,1
17951,58,1,7,4,6,4,0,1,0,0,40,0,0
17952,59,6,14,1,3,0,0,1,0,0,40,0,1
17953,24,1,13,3,9,0,0,1,0,0,47,0,0
17954,53,2,14,4,1,4,0,1,0,0,60,0,1
17955,35,1,9,4,8,4,0,1,0,0,50,0,0
17956,36,6,9,4,5,5,2,0,0,0,40,5,1
17957,26,1,9,4,6,4,0,1,0,0,40,2,0
17958,33,1,5,2,5,0,0,1,0,0,48,0,0
17959,29,1,10,4,3,4,0,1,0,0,40,0,0
17960,43,1,7,4,8,4,0,1,0,0,40,0,0
17961,48,1,13,5,3,3,2,0,0,0,36,8,1
17962,45,6,14,1,3,0,0,0,0,0,40,0,0
17963,43,1,9,1,1,0,0,0,0,0,40,0,0
17964,27,1,5,3,4,2,0,1,0,0,30,0,0
17965,21,1,4,3,6,2,0,1,0,0,40,0,0
17966,63,0,9,0,0,0,0,0,0,0,4,0,0
17967,41,5,13,0,3,1,0,0,0,0,40,0,0
17968,27,0,7,1,0,1,0,0,0,0,35,0,0
17969,33,6,12,4,6,4,0,1,0,0,50,0,0
17970,37,1,6,3,6,2,0,1,0,0,35,0,0
17971,18,0,10,3,0,2,0,0,0,0,40,0,0
17972,43,3,16,2,3,1,1,0,0,0,24,0,1
17973,20,1,10,3,5,0,0,0,0,0,40,0,0
17974,47,1,15,4,3,4,0,1,0,0,50,0,1
17975,36,4,9,4,10,4,0,1,0,0,70,0,0
17976,38,1,13,5,6,0,1,1,0,0,40,27,0
17977,47,4,14,3,1,0,1,1,0,0,25,0,0
17978,39,1,11,4,11,4,0,1,0,0,40,0,0
17979,36,1,9,3,4,2,1,1,0,0,35,0,0
17980,24,1,10,4,5,4,1,1,0,0,40,0,0
17981,50,4,9,4,10,4,0,1,0,0,84,0,0
17982,21,1,5,3,4,2,0,0,0,0,50,2,0
17983,40,1,9,3,6,0,0,1,0,0,40,0,0
17984,19,1,10,3,5,0,0,0,0,0,25,0,0
17985,38,1,9,3,2,0,0,0,0,0,40,0,0
17986,34,1,11,4,6,4,0,1,0,0,50,0,0
17987,44,6,10,1,1,0,0,1,0,0,50,0,0
17988,20,1,12,3,9,2,0,0,0,0,25,0,0
17989,45,5,12,4,3,4,0,1,0,0,50,0,1
17990,24,1,9,3,6,2,0,1,0,0,40,0,0
17991,34,1,9,1,5,2,0,1,0,0,40,0,0
17992,58,4,9,4,9,4,0,1,0,0,72,0,1
17993,39,1,9,4,6,4,0,1,0,0,45,0,0
17994,22,1,9,3,4,2,0,1,0,0,40,0,0
17995,38,1,13,4,3,5,0,0,0,0,32,0,1
17996,45,2,9,1,7,0,0,1,0,0,48,0,0
17997,23,1,9,4,2,4,1,1,0,0,45,0,0
17998,35,1,12,4,6,4,0,1,0,0,45,0,0
17999,52,1,10,4,6,4,0,1,0,0,45,0,1
18000,55,1,10,1,6,0,0,1,0,0,40,0,0
18001,23,1,9,3,10,2,0,1,0,0,40,0,0
18002,27,1,9,4,5,4,0,1,0,0,40,0,0
18003,24,1,12,3,5,2,0,0,0,0,15,0,0
18004,21,1,10,3,6,0,0,1,0,0,40,0,0
18005,49,1,13,1,9,3,0,0,0,0,35,0,0
18006,32,1,8,4,2,4,0,1,0,0,40,0,0
18007,64,1,10,0,4,1,0,0,0,0,24,0,0
18008,37,4,9,3,10,1,0,1,0,0,50,0,0
18009,61,1,4,5,2,0,0,1,0,0,40,32,0
18010,44,1,9,4,6,5,0,0,0,0,40,0,1
18011,53,1,9,4,6,4,0,1,0,0,52,0,1
18012,43,1,14,3,3,0,0,1,0,0,50,0,1
18013,23,1,10,3,9,2,0,0,0,0,40,0,0
18014,25,1,14,4,2,0,0,1,0,0,40,2,0
18015,29,1,9,3,5,0,0,0,0,0,40,0,0
18016,51,1,13,1,3,1,0,0,0,0,55,16,0
18017,47,1,2,5,10,0,0,1,0,0,12,2,0
18018,20,1,9,3,1,1,0,0,0,0,40,0,0
18019,27,1,6,4,2,4,0,1,0,0,40,0,0
18020,23,1,9,3,5,0,0,0,0,0,40,0,0
18021,18,1,9,3,4,2,0,0,0,0,27,0,0
18022,23,1,4,4,7,4,0,1,0,0,32,0,0
18023,59,4,9,1,1,0,0,1,0,0,60,0,0
18024,46,1,9,3,5,0,0,0,0,0,37,0,0
18025,66,0,4,1,0,0,0,1,0,0,40,0,0
18026,46,6,14,4,3,4,1,1,0,0,38,0,1
18027,36,6,7,3,4,1,0,0,0,0,23,0,0
18028,44,1,9,5,2,1,0,0,0,0,40,0,0
18029,17,1,7,3,9,2,0,1,0,0,20,0,0
18030,27,1,10,3,1,0,0,1,0,0,45,0,0
18031,32,1,10,4,9,4,0,1,0,0,40,0,1
18032,53,1,9,1,4,0,1,1,0,0,40,0,0
18033,22,1,10,3,3,2,0,1,0,0,98,0,0
18034,30,1,12,3,3,2,0,0,0,0,40,0,0
18035,68,4,10,4,9,4,0,1,0,0,40,0,1
18036,39,1,9,4,9,4,0,1,0,0,40,0,0
18037,22,1,13,3,5,2,0,0,0,0,40,0,0
18038,20,1,9,3,9,2,0,0,0,0,35,0,0
18039,21,1,9,3,8,3,0,1,0,0,38,33,0
18040,34,1,11,3,4,0,0,1,0,0,50,1,0
18041,30,4,9,4,1,4,0,1,0,0,75,0,0
18042,25,1,10,3,5,2,0,0,0,0,40,0,0
18043,23,2,9,3,4,2,0,0,0,0,21,0,0
18044,40,2,13,4,3,3,0,1,0,0,40,0,0
18045,26,3,9,3,5,0,2,1,0,0,40,0,0
18046,57,4,11,4,6,4,0,1,0,0,40,0,1
18047,36,1,11,4,1,4,0,1,0,0,60,0,1
18048,43,0,10,1,0,1,2,0,0,0,40,0,0
18049,49,2,13,1,3,0,0,1,0,0,40,0,0
18050,58,1,9,4,6,4,0,1,0,0,40,0,1
18051,32,1,10,1,1,0,1,1,0,0,40,0,0
18052,59,1,9,4,5,4,0,1,0,0,45,0,1
18053,42,2,13,3,5,3,0,0,0,0,40,0,0
18054,37,1,13,4,1,4,2,1,0,0,40,15,0
18055,47,1,9,4,7,4,0,1,0,0,40,0,0
18056,56,1,13,4,3,4,0,1,0,0,45,0,1
18057,30,1,9,3,5,2,0,0,0,0,40,0,0
18058,42,1,9,0,1,0,1,0,0,0,35,0,0
18059,21,1,9,3,4,2,0,1,0,0,40,0,0
18060,21,1,9,5,2,2,0,0,0,0,40,27,0
18061,47,1,9,4,11,5,0,0,0,0,40,0,0
18062,22,4,10,3,10,2,0,1,0,0,20,0,0
18063,41,1,7,3,8,3,1,0,0,0,40,0,0
18064,43,3,13,4,8,4,0,1,0,0,53,0,0
18065,60,1,10,4,9,4,0,1,0,0,55,0,0
18066,73,1,4,4,9,4,0,1,0,0,30,0,1
18067,90,1,13,4,1,5,0,0,0,0,40,16,1
18068,62,3,9,4,5,4,0,1,0,0,38,0,0
18069,28,1,9,4,6,4,0,1,0,0,40,0,0
18070,45,1,10,4,6,4,0,1,0,0,40,0,0
18071,19,1,9,3,9,0,0,1,0,0,45,0,0
18072,30,1,9,3,6,0,0,1,0,0,35,0,0
18073,19,1,8,3,8,2,1,0,0,0,52,0,0
18074,22,3,13,3,3,2,0,1,0,0,10,0,0
18075,19,1,9,3,5,2,0,0,0,0,28,0,0
18076,26,6,9,3,4,1,1,0,0,0,25,0,0
18077,62,4,9,4,10,4,0,1,0,0,35,0,0
18078,61,1,6,4,9,4,0,1,0,0,40,0,0
18079,22,6,9,3,4,2,0,0,0,0,53,0,0
18080,56,1,14,4,3,4,0,1,0,0,40,0,1
18081,32,1,10,4,3,4,0,1,0,0,40,0,0
18082,24,0,10,3,0,1,0,1,0,0,40,0,0
18083,26,1,9,1,6,0,0,1,0,0,40,0,0
18084,25,4,12,4,5,5,0,0,0,0,35,0,1
18085,23,1,10,3,5,2,0,0,0,0,25,0,0
18086,23,1,10,4,11,4,0,1,0,0,40,0,0
18087,54,1,10,4,5,4,0,1,0,0,40,0,0
18088,28,1,10,3,1,0,0,0,0,0,35,0,0
18089,35,1,13,4,9,4,0,1,0,0,40,0,1
18090,30,1,10,4,3,4,0,1,0,0,25,0,1
18091,23,1,8,4,6,4,0,1,0,0,40,0,0
18092,42,1,10,4,11,4,0,1,0,0,50,0,1
18093,72,1,6,0,5,0,0,0,0,0,20,0,0
18094,21,1,9,4,2,4,0,1,0,0,40,0,0
18095,37,1,13,3,6,0,0,1,0,0,40,0,0
18096,54,1,9,1,4,0,0,0,0,0,40,0,0
18097,32,1,13,3,3,2,0,1,0,0,40,0,0
18098,65,1,10,0,5,0,0,0,0,0,15,0,0
18099,22,1,13,4,2,4,0,1,0,0,45,1,0
18100,52,1,13,4,1,4,0,1,0,0,40,1,1
18101,65,1,6,0,9,0,0,0,0,0,20,0,0
18102,33,4,9,3,4,0,0,0,0,0,35,0,0
18103,27,1,10,3,5,2,0,0,0,0,40,0,0
18104,34,2,9,3,4,2,1,1,0,0,42,0,0
18105,53,4,9,4,9,4,0,1,0,0,70,0,0
18106,23,1,6,4,6,4,0,1,0,0,40,38,0
18107,43,2,16,2,3,1,0,0,0,0,40,0,1
18108,26,1,9,4,8,4,0,1,0,0,50,0,0
18109,60,1,13,4,1,4,0,1,0,0,50,0,1
18110,33,3,9,3,5,2,0,0,0,0,30,0,0
18111,29,6,10,4,7,4,0,1,0,0,40,0,0
18112,54,2,16,3,1,0,0,0,0,0,50,0,1
18113,41,1,4,4,10,4,0,1,0,0,36,0,0
18114,63,4,10,1,1,0,0,1,0,0,50,0,0
18115,31,1,9,4,5,5,0,0,0,0,27,0,0
18116,23,1,13,3,9,2,1,0,0,0,25,0,0
18117,31,1,10,5,7,0,1,1,0,0,40,1,0
18118,41,1,15,4,3,4,0,1,0,0,45,0,1
18119,51,1,9,4,7,4,0,1,0,0,40,0,1
18120,59,1,10,4,6,4,0,1,0,0,40,0,1
18121,23,1,10,3,3,0,0,0,0,0,45,0,0
18122,24,4,10,3,1,0,1,1,0,0,45,0,0
18123,67,4,9,1,3,0,0,0,0,0,20,0,0
18124,65,0,9,0,0,0,0,0,0,0,35,0,0
18125,47,6,13,4,3,4,0,1,0,0,40,0,1
18126,21,1,9,3,6,0,0,1,0,0,40,32,0
18127,38,1,4,4,10,4,0,1,0,0,40,0,0
18128,55,1,13,1,3,1,0,0,0,0,40,0,0
18129,24,1,9,2,4,1,0,0,0,0,50,38,1
18130,24,1,9,4,12,4,2,1,0,0,40,40,0
18131,19,1,9,3,4,2,0,1,0,0,24,0,0
18132,32,1,9,4,6,4,0,1,0,0,50,0,0
18133,63,4,10,4,1,4,0,1,0,0,60,0,1
18134,18,1,10,3,9,0,0,0,0,0,30,0,0
18135,36,1,10,4,7,4,0,1,0,0,45,0,0
18136,57,1,10,3,12,0,0,1,0,0,40,0,0
18137,48,1,9,4,6,4,0,1,0,0,40,0,0
18138,25,1,10,3,1,2,2,1,0,0,40,5,0
18139,48,1,8,4,1,4,0,1,0,0,50,0,0
18140,20,1,10,3,9,2,0,0,0,0,8,0,0
18141,74,4,9,4,9,4,0,1,0,0,55,0,0
18142,44,1,9,3,1,0,0,0,0,0,40,0,0
18143,26,1,10,4,2,5,0,0,0,0,40,0,0
18144,54,6,9,4,10,4,0,1,0,0,40,0,0
18145,39,1,9,4,8,4,0,1,0,0,48,0,1
18146,18,1,6,3,4,3,0,0,0,0,40,0,0
18147,32,6,14,3,3,0,3,0,0,0,40,1,0
18148,24,1,10,3,4,2,0,1,0,0,40,0,0
18149,19,4,5,3,3,0,0,1,0,0,35,2,0
18150,28,1,9,4,2,4,0,1,0,0,40,0,0
18151,28,1,9,2,8,0,3,1,0,0,30,0,0
18152,49,6,9,4,6,4,0,1,0,0,40,0,0
18153,50,1,13,4,6,4,0,1,0,0,40,0,0
18154,63,1,9,0,2,3,1,0,0,0,40,28,0
18155,58,4,9,4,10,4,0,1,0,0,50,0,0
18156,68,5,9,0,4,1,0,0,0,0,15,0,0
18157,41,3,10,4,1,4,1,1,0,0,40,0,1
18158,21,0,9,3,0,0,0,0,0,0,40,0,0
18159,24,1,13,3,3,0,0,1,0,0,40,0,0
18160,50,1,13,1,1,1,0,0,0,0,40,0,0
18161,47,1,10,1,4,2,0,0,0,0,44,0,0
18162,54,1,9,0,4,1,0,0,0,0,40,0,0
18163,28,1,13,3,5,2,2,0,0,0,30,0,0
18164,26,2,14,3,3,0,0,0,0,0,40,0,0
18165,35,2,13,2,1,0,0,1,0,0,42,0,0
18166,39,1,9,1,5,0,0,0,0,0,40,0,0
18167,46,1,13,3,9,0,0,1,0,0,45,0,1
18168,41,1,10,0,5,1,1,0,0,0,48,0,0
18169,57,1,9,1,6,0,0,1,0,0,40,0,0
18170,32,1,9,3,8,0,0,1,0,0,40,31,0
18171,41,1,12,4,1,4,1,1,0,0,50,7,1
18172,55,1,9,4,6,4,0,1,0,0,40,0,1
18173,41,0,11,1,0,0,0,1,0,0,80,0,0
18174,22,1,9,3,4,0,1,0,0,0,40,0,0
18175,33,1,9,3,5,0,1,1,0,0,40,0,0
18176,57,1,10,2,9,0,0,0,0,0,40,0,0
18177,40,1,9,4,6,4,0,1,0,0,50,0,0
18178,48,4,10,1,8,2,0,0,0,0,40,0,0
18179,38,6,10,5,1,1,1,0,0,0,35,0,0
18180,26,2,13,3,3,0,0,0,0,0,60,0,0
18181,24,1,9,3,2,2,0,1,0,0,40,0,0
18182,35,1,9,5,4,1,1,0,0,0,20,0,0
18183,42,1,9,1,2,0,0,1,0,0,40,0,0
18184,37,1,9,4,5,5,0,0,0,0,40,0,1
18185,37,1,9,3,1,0,0,0,0,0,50,0,0
18186,28,1,14,3,1,0,0,0,0,0,80,1,0
18187,22,1,9,4,6,4,0,1,0,0,40,0,0
18188,24,1,7,3,5,0,0,0,0,0,40,17,0
18189,45,6,10,4,5,4,0,1,0,0,40,0,1
18190,29,4,9,3,6,0,0,1,0,0,50,0,1
18191,23,1,10,3,5,2,1,0,0,0,25,0,0
18192,24,3,13,3,1,0,0,1,0,0,40,0,0
18193,25,1,12,3,3,2,0,0,0,0,40,0,0
18194,58,1,9,1,9,3,0,0,0,0,32,0,0
18195,28,5,11,3,9,0,0,1,0,0,60,0,0
18196,58,1,9,0,9,0,0,0,0,0,35,0,1
18197,18,1,7,3,4,2,0,1,0,0,16,0,0
18198,59,1,4,4,12,4,0,1,0,0,40,13,0
18199,39,1,9,1,5,1,0,0,0,0,40,0,0
18200,53,5,10,4,9,4,0,1,0,0,50,0,1
18201,54,1,15,3,3,3,0,0,0,0,65,0,0
18202,51,1,9,4,7,4,0,1,0,0,50,0,1
18203,42,2,9,3,12,0,0,1,0,0,40,0,1
18204,36,1,10,4,5,5,0,0,0,0,40,0,0
18205,37,1,10,3,5,0,0,0,0,0,60,0,0
18206,32,1,10,3,8,2,0,1,0,0,40,0,0
18207,38,4,9,4,11,4,0,1,0,0,50,0,0
18208,19,1,9,2,5,2,0,0,0,0,30,0,0
18209,55,6,13,0,3,0,0,0,0,0,48,0,0
18210,30,1,9,3,6,0,0,1,0,0,40,0,0
18211,27,1,10,4,3,4,0,1,0,0,50,0,1
18212,65,0,9,4,0,4,0,1,0,0,25,0,0
18213,44,1,13,3,1,0,0,0,0,0,5,0,0
18214,23,0,3,3,0,0,0,1,0,0,50,0,0
18215,32,1,13,4,2,4,0,1,0,0,50,0,0
18216,60,1,9,5,4,1,0,0,0,0,20,0,0
18217,28,1,9,3,2,0,2,1,0,0,40,24,0
18218,44,1,9,4,1,4,0,1,0,0,40,2,0
18219,29,1,9,3,8,0,0,1,0,0,16,0,0
18220,57,2,9,4,6,4,0,1,0,0,40,0,0
18221,41,1,10,1,7,0,0,1,0,0,60,0,0
18222,34,4,7,4,7,4,0,1,0,0,60,0,0
18223,44,1,10,1,1,1,0,0,0,0,42,0,0
18224,44,1,13,1,7,0,0,1,0,0,40,0,0
18225,57,1,2,4,8,4,0,1,0,0,22,0,0
18226,37,1,13,3,3,0,0,1,0,0,30,0,0
18227,35,1,13,4,3,4,0,1,0,0,16,0,1
18228,27,1,10,3,1,0,0,1,0,0,45,0,0
18229,28,0,13,3,0,0,0,1,0,0,8,0,0
18230,37,4,16,4,3,4,0,1,0,0,60,0,0
